334
7
90
137.225 85.7852
137.483 85.4267
137.913 84.9884
138.79 84.0265
138.883 83.8364
140.711 83.0729
142.145 84.6992
141.868 85.3434
141.572 85.9876
142.264 86.6318
141.949 87.276
141.613 88.159
141.155 89.0221
141.179 90.1498
140.478 90.5468
139.879 90.8638
139.26 91.1803
139.4 92.1884
138.824 92.5608
138.387 92.896
137.978 93.3015
137.545 93.7762
137.26 94.1478
136.972 94.6244
136.817 94.8779
136.636 95.4196
136.579 95.8972
136.61 96.2767
136.605 96.4103
136.81 97.2816
136.894 97.538
136.184 98.2974
136.452 98.6846
136.794 99.1168
137.097 99.4533
137.683 99.9186
138.088 100.235
138.589 100.667
139.114 101.081
139.591 101.445
140.152 101.839
140.52 102.275
141.359 103.225
141.208 103.826
142.062 104.959
141.74 105.603
141.371 106.247
140.887 108.465
141.48 107.892
140.609 109.951
140.36 109.218
138.138 108.19
138.337 107.753
137.449 107.525
137.507 106.956
137.299 106.216
136.364 106.254
136.108 105.655
135.799 105.094
135.315 104.452
134.93 104.002
134.359 103.444
133.875 103.096
133.233 102.59
132.616 102.092
132.839 101.064
132.135 100.433
131.531 100.114
131.828 99.1598
131.2 98.3591
131.678 97.6163
131.067 97.0196
131.521 96.2723
131.106 95.4033
131.795 94.7724
131.506 94.1249
131.484 92.9874
131.442 92.3193
132.556 91.8481
132.734 91.3594
133.148 90.654
133.617 90.0966
134.16 89.6023
134.698 89.1981
134.56 88.1961
135.204 87.8422
135.73 87.5868
136.367 87.2373
136.918 87.0083
136.651 86.1603
70
91.7706 123.392
90.0684 124.011
89.3153 124.145
89.2661 123.413
87.9012 121.885
88.092 121.281
88.2588 120.677
88.4203 119.824
88.8966 118.7
89.3933 118.304
89.8358 117.904
90.247 117.453
90.5208 117.005
90.7529 116.531
90.8973 116.077
90.9185 115.704
90.9376 115.307
91.7988 115.221
91.6398 114.428
91.4306 113.962
92.1294 113.546
91.7846 112.903
91.4233 112.802
91.19 112.703
91.4169 111.613
91.0416 111.399
90.6509 111.13
90.1836 110.88
89.6868 110.569
89.1585 110.195
88.575 109.668
87.8926 108.122
88.1035 107.902
88.2308 106.773
88.5085 106.169
88.2438 104.406
90.7123 103.899
89.9769 104.42
91.8184 104.794
91.8756 105.511
92.6357 105.533
92.7924 106.337
93.662 106.424
93.7434 107.25
94.6391 107.471
94.8025 108.27
94.7212 108.875
95.705 109.202
95.8842 109.989
96.0317 110.625
96.1667 111.335
96.4333 112.041
96.6726 112.486
97.0583 113.288
96.46 114.017
96.821 114.993
96.2935 115.508
96.7276 116.197
96.0605 116.975
96.4755 117.699
95.8937 118.218
95.1552 118.639
95.194 119.61
94.4708 119.894
94.3455 120.791
93.5858 120.821
93.4859 121.52
93.2121 122.285
92.2784 122.154
91.9519 122.693
230
106.638 136.665
106.226 136.213
105.808 135.798
105.341 135.397
104.911 134.982
104.414 134.432
103.986 133.983
103.575 133.479
103.144 132.814
102.808 132.289
102.453 131.765
102.066 131.012
101.919 130.584
101.656 129.866
101.42 129.254
101.315 128.619
101.185 127.861
101.074 127.152
101.055 126.368
101.069 125.844
101.14 125.037
101.326 124.305
101.589 123.816
101.148 122.757
101.747 122.173
102.303 121.826
102.216 120.891
103.018 120.558
103.099 119.654
103.903 119.524
103.966 118.717
104.761 118.698
105.561 118.64
105.598 117.873
106.332 117.709
106.258 116.883
106.897 116.723
107.471 116.457
107.121 115.585
107.482 115.296
107.738 114.886
108.049 114.185
108.226 113.885
108.438 113.362
108.537 112.997
108.676 112.523
108.796 111.966
108.838 111.514
108.902 110.942
108.951 110.333
108.902 109.962
108.872 109.515
108.831 109.136
108.656 108.686
108.373 108.057
108.163 107.575
107.907 107.241
107.556 106.827
107.109 106.323
106.741 105.899
106.279 105.475
105.78 105.084
105.235 104.765
104.707 104.487
104.011 104.126
104.071 103.208
103.33 102.989
102.473 102.537
102.734 101.898
101.863 101.364
101.931 100.396
101.317 100.126
101.563 99.2321
100.925 98.7778
101.329 97.8393
100.841 97.2813
100.45 96.4243
101.169 95.9943
100.946 95.1657
100.922 94.5505
101.061 93.7046
101.292 92.9931
101.686 92.3077
102.282 91.7492
101.945 90.9291
102.714 90.4898
102.732 89.5963
103.631 89.3789
103.702 88.6027
104.495 88.5513
104.648 87.7443
105.441 87.8302
105.534 87.0888
106.242 87.0757
106.264 86.3173
106.924 86.243
107.552 86.0252
107.322 85.1993
107.765 84.8851
108.654 83.892
108.523 83.8922
109.718 82.8288
110.601 82.8034
112.026 83.1045
112.847 83.3436
112.718 83.8948
112.695 85.588
112.385 86.4016
112.151 86.8679
111.91 87.3331
111.536 88.0291
111.143 88.6678
110.835 89.0521
110.398 89.6639
109.944 90.1628
109.541 90.5984
109.139 91.0351
108.669 91.5078
108.276 91.8671
107.824 92.3182
107.374 92.7704
107.04 93.1174
106.648 93.6427
106.417 94.1165
106.281 94.5229
106.179 94.9517
106.156 95.2307
106.156 96.1053
106.314 96.1454
105.496 96.7101
105.696 97.211
105.93 97.4929
106.249 97.8642
106.618 98.2575
106.948 98.4568
106.664 99.5625
106.942 99.6825
107.459 100.075
107.962 100.489
108.269 100.646
108.797 100.993
109.303 101.338
109.943 101.649
110.555 101.773
110.759 102.816
111.496 102.859
111.611 103.729
112.398 103.796
112.602 104.94
113.248 104.942
113.341 106.248
114.075 106.764
113.807 107.424
114.455 108.182
113.931 108.595
114.432 109.378
113.78 110.031
114.017 110.437
114.179 111.297
114.243 112.115
114.215 112.824
114.083 113.323
113.851 114.043
113.572 114.725
113.312 115.236
112.915 115.856
112.476 116.424
112.089 116.846
112.58 117.858
112.062 118.348
111.443 118.954
110.981 119.277
111.204 120.345
110.557 120.802
110.022 121.085
109.494 121.385
108.977 121.706
108.404 122.133
108.688 123.131
108.194 123.545
107.762 123.951
107.504 124.302
107.245 124.705
106.095 124.65
105.927 125.235
105.954 125.377
105.882 126.316
106 126.324
106.165 127.236
106.349 127.175
105.649 128.004
105.971 128.278
106.289 128.598
106.606 128.827
107.194 129.35
106.728 130.141
107.106 130.401
107.68 130.76
108.241 131.147
108.612 131.418
109.094 131.765
109.432 132.094
110.067 132.718
110.862 132.43
111.191 133.14
111.486 133.843
112.347 133.965
